timestamp,hour_of_week,activity_index,resting_phase,actigraphic_variance
2026-09-03 13:06:05.244616,0.0,0.0,1,0.1362227468937164
2026-09-03 13:11:05.244616,0.08337468982630274,0.1362227468937164,1,0.0
2026-09-03 13:16:05.244616,0.16674937965260547,0.0,1,0.03131714466800975
2026-09-03 13:21:05.244616,0.2501240694789082,0.07358845755769691,1,0.05726212510012933
2026-09-03 13:26:05.244616,0.33349875930521095,0.11452425020025866,1,0.036794228778848456
2026-09-03 13:31:05.244616,0.4168734491315137,0.0,1,0.03991119470665639
2026-09-03 13:36:05.244616,0.5002481389578164,0.034701860786945884,1,0.08038100635135262
2026-09-03 13:41:05.244616,0.5836228287841192,0.16076201270270524,1,0.017350930393472942
2026-09-03 13:46:05.244616,0.6669975186104219,0.0,1,0.07378638338460869
2026-09-03 13:51:05.244616,0.7503722084367246,0.013189245933487866,1,0.06751399887569116
2026-09-03 13:56:05.244616,0.8337468982630274,0.13502799775138233,1,0.006594622966743933
2026-09-03 14:01:05.244616,0.9171215880893301,0.0,1,0.02884713002921925
2026-09-03 14:06:05.244616,1.0004962779156328,0.19272225780982083,1,0.06875228887920037
2026-09-03 14:11:05.244616,1.0838709677419356,0.13750457775840075,1,0.09636112890491041
2026-09-03 14:16:05.244616,1.1672456575682384,0.0,1,0.031460091165996976
2026-09-03 14:21:05.244616,1.250620347394541,0.0745843954264068,1,0.11901466145577871
2026-09-03 14:26:05.244616,1.3339950372208438,0.23802932291155743,1,0.0372921977132034
2026-09-03 14:31:05.244616,1.4173697270471466,0.0,1,0.11901466145577871
2026-09-03 14:36:05.244616,1.5007444168734492,0.0,1,0.11204456816683622
2026-09-03 14:41:05.244616,1.584119106699752,0.22408913633367245,1,0.0
2026-09-03 14:46:05.244616,1.6674937965260548,0.0,1,0.0865139651268641
2026-09-03 14:51:05.244616,1.7508684863523574,0.05106120607994425,1,0.14133808587270802
2026-09-03 14:56:05.244616,1.8342431761786602,0.28267617174541604,1,0.025530603039972125
2026-09-03 15:01:05.244616,1.917617866004963,0.0,1,0.13418900500857703
2026-09-03 15:06:05.244616,2.0009925558312656,0.014298161728261982,1,0.060829693548873534
2026-09-03 15:11:05.244616,2.0843672456575684,0.12165938709774707,1,0.014646247227704814
2026-09-03 15:16:05.244616,2.167741935483871,0.04359065618367161,1,0.020408840658127037
2026-09-03 15:21:05.244616,2.251116625310174,0.080841705781493,1,0.08364476105562382
2026-09-03 15:26:05.244616,2.334491315136477,0.21088017829491926,1,0.0404208528907465
2026-09-03 15:31:05.244616,2.417866004962779,0.0,1,0.10544008914745963
2026-09-03 15:36:05.244616,2.501240694789082,0.0,1,0.12609291018769977
2026-09-03 15:41:05.244616,2.5846153846153848,0.25218582037539955,1,0.03263080043750745
2026-09-03 15:46:05.244616,2.6679900744416876,0.0652616008750149,1,0.12609291018769977
2026-09-03 15:51:05.244616,2.7513647642679904,0.0,1,0.05758596172655299
2026-09-03 15:56:05.244616,2.834739454094293,0.18043352432812088,1,0.005782675353823872
2026-09-03 16:01:05.244616,2.918114143920596,0.011565350707647745,1,0.012546922051148268
2026-09-03 16:06:05.244616,3.0014888337468983,0.2055273684304174,1,0.1746322066936009
