timestamp,individual_taxon_canonical_name,activity_index,ground_speed_ms
2026-09-01 00:00:00,Falco peregrinus,0.15111079711517877,9.82220181248662
2026-09-01 00:05:00,Falco peregrinus,0.21424403619790708,13.92586235286396
2026-09-01 00:10:00,Falco peregrinus,0.17521497582580936,11.388973428677609
2026-09-01 00:15:00,Falco peregrinus,0.24684034333281946,16.044622316633266
2026-09-01 00:20:00,Falco peregrinus,0.2511570363193871,16.32520736076016
2026-09-01 00:25:00,Falco peregrinus,0.20350783995444394,13.228009597038856
2026-09-01 00:30:00,Falco peregrinus,0.9591693766419813,62.346009481728785
2026-09-01 00:35:00,Falco peregrinus,0.22768101019016307,14.7992656623606
2026-09-01 00:40:00,Falco peregrinus,0.2021556987990186,13.140120421936208
2026-09-01 00:45:00,Falco peregrinus,0.20316981951214969,13.20603826828973
2026-09-01 00:50:00,Falco peregrinus,0.2136448314277749,13.886914042805369
2026-09-01 00:55:00,Falco peregrinus,0.1806833308202426,11.744416503315769
2026-09-01 01:00:00,Falco peregrinus,0.23508286820603644,15.28038643339237
2026-09-01 01:05:00,Falco peregrinus,1.0,65.0
2026-09-01 01:10:00,Falco peregrinus,0.20155513092839714,13.101083510345815
2026-09-01 01:15:00,Falco peregrinus,0.14439407443194688,9.385614838076547
2026-09-01 01:20:00,Falco peregrinus,0.25776052172963543,16.754433912426304
2026-09-01 01:25:00,Falco peregrinus,0.21210449021886416,13.78679186422617
2026-09-01 01:30:00,Falco peregrinus,0.2989366217229448,19.43088041199141
2026-09-01 01:35:00,Falco peregrinus,0.24582524257634766,15.978640767462599
2026-09-01 01:40:00,Falco peregrinus,0.21176310469786697,13.764601805361353
2026-09-01 01:45:00,Falco peregrinus,0.23647982142459475,15.37118839259866
2026-09-01 01:50:00,Falco peregrinus,0.22404315372054312,14.562804991835304
2026-09-01 01:55:00,Falco peregrinus,0.2560188064300575,16.641222417953735
2026-09-01 02:00:00,Falco peregrinus,0.24398793453806547,15.859215744974255
2026-09-01 02:05:00,Falco peregrinus,0.19512517103059868,12.683136116988914
2026-09-01 02:10:00,Falco peregrinus,0.29658492093091887,19.278019860509726
2026-09-01 02:15:00,Falco peregrinus,0.22249367050632307,14.462088582910999
2026-09-01 02:20:00,Falco peregrinus,0.23105749991842467,15.018737494697604
2026-09-01 02:25:00,Falco peregrinus,0.2499539208968146,16.24700485829295
2026-09-01 02:30:00,Falco peregrinus,0.2594490356788404,16.86418731912463
2026-09-01 02:35:00,Falco peregrinus,0.29934094884694434,19.45716167505138
2026-09-01 02:40:00,Falco peregrinus,0.27883641653309166,18.12436707465096
2026-09-01 02:45:00,Falco peregrinus,0.2674965674613809,17.38727688498976
2026-09-01 02:50:00,Falco peregrinus,0.2890542129309278,18.788523840510308
2026-09-01 02:55:00,Falco peregrinus,0.2241845867693825,14.571998140009862
2026-09-01 03:00:00,Falco peregrinus,0.306616719059195,19.930086738847677
2026-09-01 03:05:00,Falco peregrinus,0.28153367206687846,18.2996886843471
2026-09-01 03:10:00,Falco peregrinus,0.3111119586785094,20.22227731410311
2026-09-01 03:15:00,Falco peregrinus,0.2778282746948869,18.05883785516765
2026-09-01 03:20:00,Falco peregrinus,0.29652276281235984,19.27397958280339
2026-09-01 03:25:00,Falco peregrinus,0.9889009758219044,64.27856342842378
2026-09-01 03:30:00,Falco peregrinus,0.26673895811239595,17.338032277305736
2026-09-01 03:35:00,Falco peregrinus,0.27089667549028384,17.60828390686845
2026-09-01 03:40:00,Falco peregrinus,0.2278855102547925,14.812558166561512
2026-09-01 03:45:00,Falco peregrinus,0.25376434198491005,16.494682229019155
2026-09-01 03:50:00,Falco peregrinus,0.3183693193506681,20.694005757793427
2026-09-01 03:55:00,Falco peregrinus,0.26989150828465,17.54294803850225
2026-09-01 04:00:00,Falco peregrinus,0.27310759737366924,17.7519938292885
2026-09-01 04:05:00,Falco peregrinus,0.2417154442608339,15.711503876954204
2026-09-01 04:10:00,Falco peregrinus,0.25396639860891634,16.507815909579563
2026-09-01 04:15:00,Falco peregrinus,0.302203487827756,19.643226708804143
2026-09-01 04:20:00,Falco peregrinus,0.3232774854097257,21.01303655163217
2026-09-01 04:25:00,Falco peregrinus,0.25352761745515595,16.479295134585136
2026-09-01 04:30:00,Falco peregrinus,0.2970226798675163,19.30647419138856
2026-09-01 04:35:00,Falco peregrinus,0.32264610455492226,20.97199679606995
2026-09-01 04:40:00,Falco peregrinus,0.2923466993854715,19.002535460055647
2026-09-01 04:45:00,Falco peregrinus,0.31290147370122123,20.33859579057938
2026-09-01 04:50:00,Falco peregrinus,0.24503484533752024,15.927264946938815
2026-09-01 04:55:00,Falco peregrinus,0.3008760821051987,19.556945336837913
