timestamp,individual_taxon_canonical_name,activity_index,ground_speed_ms
2026-09-01 00:00:00,Pan troglodytes,0.00439730459862974,0.015390566095204089
2026-09-01 00:05:00,Pan troglodytes,0.15470313500355448,0.5414609725124406
2026-09-01 00:10:00,Pan troglodytes,0.0,0.0
2026-09-01 00:15:00,Pan troglodytes,0.07425268203529924,0.25988438712354733
2026-09-01 00:20:00,Pan troglodytes,0.19465385168885965,0.6812884809110088
2026-09-01 00:25:00,Pan troglodytes,0.0,0.0
2026-09-01 00:30:00,Pan troglodytes,0.0,0.0
2026-09-01 00:35:00,Pan troglodytes,0.15056673611640198,0.5269835764074069
2026-09-01 00:40:00,Pan troglodytes,0.0,0.0
2026-09-01 00:45:00,Pan troglodytes,0.0,0.0
2026-09-01 00:50:00,Pan troglodytes,0.20067737257644508,0.7023708040175578
2026-09-01 00:55:00,Pan troglodytes,0.0,0.0
2026-09-01 01:00:00,Pan troglodytes,0.00939022935762048,0.03286580275167168
2026-09-01 01:05:00,Pan troglodytes,0.18693895886669554,0.6542863560334344
2026-09-01 01:10:00,Pan troglodytes,0.0,0.0
2026-09-01 01:15:00,Pan troglodytes,0.014762777878260223,0.05166972257391078
2026-09-01 01:20:00,Pan troglodytes,0.14912936600153048,0.5219527810053567
2026-09-01 01:25:00,Pan troglodytes,0.0,0.0
2026-09-01 01:30:00,Pan troglodytes,0.09605949993445183,0.3362082497705814
2026-09-01 01:35:00,Pan troglodytes,0.23880478537761407,0.8358167488216492
2026-09-01 01:40:00,Pan troglodytes,0.0,0.0
2026-09-01 01:45:00,Pan troglodytes,0.0,0.0
2026-09-01 01:50:00,Pan troglodytes,0.2025004995391847,0.7087517483871464
2026-09-01 01:55:00,Pan troglodytes,0.0,0.0
2026-09-01 02:00:00,Pan troglodytes,0.0337134530600919,0.11799708571032165
2026-09-01 02:05:00,Pan troglodytes,0.24517664074738754,0.8581182426158565
2026-09-01 02:10:00,Pan troglodytes,0.0,0.0
2026-09-01 02:15:00,Pan troglodytes,0.11470654082277988,0.4014728928797296
2026-09-01 02:20:00,Pan troglodytes,0.26264254205694754,0.9192488971993164
2026-09-01 02:25:00,Pan troglodytes,0.0,0.0
2026-09-01 02:30:00,Pan troglodytes,0.14145076719636052,0.4950776851872618
2026-09-01 02:35:00,Pan troglodytes,0.19581376508800305,0.6853481778080107
2026-09-01 02:40:00,Pan troglodytes,0.0,0.0
2026-09-01 02:45:00,Pan troglodytes,0.11162548560072358,0.3906891996025325
2026-09-01 02:50:00,Pan troglodytes,0.33391769087437784,1.1687119180603225
2026-09-01 02:55:00,Pan troglodytes,0.0,0.0
2026-09-01 03:00:00,Pan troglodytes,0.1320759340920691,0.4622657693222419
2026-09-01 03:05:00,Pan troglodytes,0.2130372063297532,0.7456302221541362
2026-09-01 03:10:00,Pan troglodytes,0.0,0.0
2026-09-01 03:15:00,Pan troglodytes,0.11450827261616559,0.40077895415657955
2026-09-01 03:20:00,Pan troglodytes,0.29844894589762294,1.0445713106416803
2026-09-01 03:25:00,Pan troglodytes,0.0,0.0
2026-09-01 03:30:00,Pan troglodytes,0.1998155261438084,0.6993543415033294
2026-09-01 03:35:00,Pan troglodytes,0.2571893835060209,0.9001628422710731
2026-09-01 03:40:00,Pan troglodytes,0.06106820291260927,0.21373871019413243
2026-09-01 03:45:00,Pan troglodytes,0.24698548850651109,0.8644492097727888
2026-09-01 03:50:00,Pan troglodytes,0.3769577376531739,1.3193520817861086
2026-09-01 03:55:00,Pan troglodytes,0.0,0.0
2026-09-01 04:00:00,Pan troglodytes,0.16312149677118046,0.5709252386991316
2026-09-01 04:05:00,Pan troglodytes,0.39188438383827573,1.371595343433965
2026-09-01 04:10:00,Pan troglodytes,0.08732614012989454,0.30564149045463085
2026-09-01 04:15:00,Pan troglodytes,0.2906157616371022,1.0171551657298576
2026-09-01 04:20:00,Pan troglodytes,0.3742377811764973,1.3098322341177406
